"subject","activity","variable","mean"
"3191","15","WALKING","tBodyGyro.std.Y",-0.420865007777778
"3192","15","WALKING","tBodyGyro.std.Z",-0.48653265537037
"3193","15","WALKING","tBodyGyroJerk.mean.X",-0.0776692754648148
"3194","15","WALKING","tBodyGyroJerk.mean.Y",-0.0552536572125926
"3195","15","WALKING","tBodyGyroJerk.mean.Z",-0.0510976492333333
"3196","15","WALKING","tBodyGyroJerk.std.X",-0.283767987222222
"3197","15","WALKING","tBodyGyroJerk.std.Y",-0.702402935925926
"3198","15","WALKING","tBodyGyroJerk.std.Z",-0.591668608148148
"3199","15","WALKING","tBodyAccMag.mean",-0.186514650759259
"3200","15","WALKING","tBodyAccMag.std",-0.323878324074074
"3201","15","WALKING","tGravityAccMag.mean",-0.186514650759259
"3202","15","WALKING","tGravityAccMag.std",-0.323878324074074
"3203","15","WALKING","tBodyAccJerkMag.mean",-0.320129322962963
"3204","15","WALKING","tBodyAccJerkMag.std",-0.310071425166667
"3205","15","WALKING","tBodyGyroMag.mean",-0.243711124444444
"3206","15","WALKING","tBodyGyroMag.std",-0.425798469148148
"3207","15","WALKING","tBodyGyroJerkMag.mean",-0.543979500555556
"3208","15","WALKING","tBodyGyroJerkMag.std",-0.63778595537037
"3209","15","WALKING","fBodyAcc.mean.X",-0.31744092037037
"3210","15","WALKING","fBodyAcc.mean.Y",0.111321097159074
"3211","15","WALKING","fBodyAcc.mean.Z",-0.554942138148148
"3212","15","WALKING","fBodyAcc.std.X",-0.332520626851852
"3213","15","WALKING","fBodyAcc.std.Y",0.0805646237194445
"3214","15","WALKING","fBodyAcc.std.Z",-0.537026414814815
"3215","15","WALKING","fBodyAccJerk.mean.X",-0.39082198537037
"3216","15","WALKING","fBodyAccJerk.mean.Y",-0.0669378062222222
"3217","15","WALKING","fBodyAccJerk.mean.Z",-0.648905254074074
"3218","15","WALKING","fBodyAccJerk.std.X",-0.411500068148148
"3219","15","WALKING","fBodyAccJerk.std.Y",-0.0606839140548148
"3220","15","WALKING","fBodyAccJerk.std.Z",-0.723051140740741
"3221","15","WALKING","fBodyGyro.mean.X",-0.253399360296296
"3222","15","WALKING","fBodyGyro.mean.Y",-0.535422096111111
"3223","15","WALKING","fBodyGyro.mean.Z",-0.461464065555556
"3224","15","WALKING","fBodyGyro.std.X",-0.357633378703704
"3225","15","WALKING","fBodyGyro.std.Y",-0.365361208555556
"3226","15","WALKING","fBodyGyro.std.Z",-0.543997593703704
"3227","15","WALKING","fBodyAccMag.mean",-0.275156242062037
"3228","15","WALKING","fBodyAccMag.std",-0.458344792407407
"3229","15","WALKING","fBodyBodyAccJerkMag.mean",-0.289753952407407
"3230","15","WALKING","fBodyBodyAccJerkMag.std",-0.342411927851852
"3231","15","WALKING","fBodyBodyGyroMag.mean",-0.489166383703704
"3232","15","WALKING","fBodyBodyGyroMag.std",-0.481750218518519
"3233","15","WALKING","fBodyBodyGyroJerkMag.mean",-0.645075178148148
"3234","15","WALKING","fBodyBodyGyroJerkMag.std",-0.654010147222222
"3235","15","WALKING_UPSTAIRS","tBodyAcc.mean.X",0.270187595833333
"3236","15","WALKING_UPSTAIRS","tBodyAcc.mean.Y",-0.0287523860708333
"3237","15","WALKING_UPSTAIRS","tBodyAcc.mean.Z",-0.116952464895833
"3238","15","WALKING_UPSTAIRS","tBodyAcc.std.X",-0.0260971840270833
"3239","15","WALKING_UPSTAIRS","tBodyAcc.std.Y",-0.00406536043541667
"3240","15","WALKING_UPSTAIRS","tBodyAcc.std.Z",-0.379717488104167
"3241","15","WALKING_UPSTAIRS","tGravityAcc.mean.X",0.918544812291667
"3242","15","WALKING_UPSTAIRS","tGravityAcc.mean.Y",-0.3149610125
"3243","15","WALKING_UPSTAIRS","tGravityAcc.mean.Z",0.0811803405
"3244","15","WALKING_UPSTAIRS","tGravityAcc.std.X",-0.952562395625
"3245","15","WALKING_UPSTAIRS","tGravityAcc.std.Y",-0.927648821458333
"3246","15","WALKING_UPSTAIRS","tGravityAcc.std.Z",-0.92161847875
"3247","15","WALKING_UPSTAIRS","tBodyAccJerk.mean.X",0.07297243298125
"3248","15","WALKING_UPSTAIRS","tBodyAccJerk.mean.Y",-0.00417361847916667
"3249","15","WALKING_UPSTAIRS","tBodyAccJerk.mean.Z",-0.00525879898958333
"3250","15","WALKING_UPSTAIRS","tBodyAccJerk.std.X",-0.186944664541667
"3251","15","WALKING_UPSTAIRS","tBodyAccJerk.std.Y",-0.311861356875
"3252","15","WALKING_UPSTAIRS","tBodyAccJerk.std.Z",-0.748809454166667
"3253","15","WALKING_UPSTAIRS","tBodyGyro.mean.X",0.0903340029875
"3254","15","WALKING_UPSTAIRS","tBodyGyro.mean.Y",-0.154721289270833
"3255","15","WALKING_UPSTAIRS","tBodyGyro.mean.Z",0.0911681484547917
"3256","15","WALKING_UPSTAIRS","tBodyGyro.std.X",-0.415251317916667
"3257","15","WALKING_UPSTAIRS","tBodyGyro.std.Y",-0.3302332351
"3258","15","WALKING_UPSTAIRS","tBodyGyro.std.Z",-0.477365945208333
"3259","15","WALKING_UPSTAIRS","tBodyGyroJerk.mean.X",-0.144485986527083
"3260","15","WALKING_UPSTAIRS","tBodyGyroJerk.mean.Y",-0.0365419164020833
"3261","15","WALKING_UPSTAIRS","tBodyGyroJerk.mean.Z",-0.0767242496041667
"3262","15","WALKING_UPSTAIRS","tBodyGyroJerk.std.X",-0.525533949791667
"3263","15","WALKING_UPSTAIRS","tBodyGyroJerk.std.Y",-0.763053512083333
"3264","15","WALKING_UPSTAIRS","tBodyGyroJerk.std.Z",-0.657907649166667
"3265","15","WALKING_UPSTAIRS","tBodyAccMag.mean",-0.000971394711666667
"3266","15","WALKING_UPSTAIRS","tBodyAccMag.std",-0.136552217494583
"3267","15","WALKING_UPSTAIRS","tGravityAccMag.mean",-0.000971394711666667
"3268","15","WALKING_UPSTAIRS","tGravityAccMag.std",-0.136552217494583
"3269","15","WALKING_UPSTAIRS","tBodyAccJerkMag.mean",-0.316050382083333
"3270","15","WALKING_UPSTAIRS","tBodyAccJerkMag.std",-0.313363553125
"3271","15","WALKING_UPSTAIRS","tBodyGyroMag.mean",-0.201217274
"3272","15","WALKING_UPSTAIRS","tBodyGyroMag.std",-0.288429008639583
"3273","15","WALKING_UPSTAIRS","tBodyGyroJerkMag.mean",-0.663637117708333
"3274","15","WALKING_UPSTAIRS","tBodyGyroJerkMag.std",-0.748954848541667
"3275","15","WALKING_UPSTAIRS","fBodyAcc.mean.X",-0.0746328434375
"3276","15","WALKING_UPSTAIRS","fBodyAcc.mean.Y",-0.1019354328
"3277","15","WALKING_UPSTAIRS","fBodyAcc.mean.Z",-0.5395910825
"3278","15","WALKING_UPSTAIRS","fBodyAcc.std.X",-0.00838243761666667
"3279","15","WALKING_UPSTAIRS","fBodyAcc.std.Y",-0.0191328333041667
"3280","15","WALKING_UPSTAIRS","fBodyAcc.std.Z",-0.349600353270833
"3281","15","WALKING_UPSTAIRS","fBodyAccJerk.mean.X",-0.2370530733125
"3282","15","WALKING_UPSTAIRS","fBodyAccJerk.mean.Y",-0.338102216666667
"3283","15","WALKING_UPSTAIRS","fBodyAccJerk.mean.Z",-0.714554172708333
"3284","15","WALKING_UPSTAIRS","fBodyAccJerk.std.X",-0.207231605488542
"3285","15","WALKING_UPSTAIRS","fBodyAccJerk.std.Y",-0.330391429583333
"3286","15","WALKING_UPSTAIRS","fBodyAccJerk.std.Z",-0.783004506458333
"3287","15","WALKING_UPSTAIRS","fBodyGyro.mean.X",-0.361096856875
"3288","15","WALKING_UPSTAIRS","fBodyGyro.mean.Y",-0.517025245833333
"3289","15","WALKING_UPSTAIRS","fBodyGyro.mean.Z",-0.485701745833333
"3290","15","WALKING_UPSTAIRS","fBodyGyro.std.X",-0.4372253275
"3291","15","WALKING_UPSTAIRS","fBodyGyro.std.Y",-0.243612269004167
"3292","15","WALKING_UPSTAIRS","fBodyGyro.std.Z",-0.523744300833333
"3293","15","WALKING_UPSTAIRS","fBodyAccMag.mean",-0.165242147958333
"3294","15","WALKING_UPSTAIRS","fBodyAccMag.std",-0.255659340833333
"3295","15","WALKING_UPSTAIRS","fBodyBodyAccJerkMag.mean",-0.261956679958333
"3296","15","WALKING_UPSTAIRS","fBodyBodyAccJerkMag.std",-0.391313399375
"3297","15","WALKING_UPSTAIRS","fBodyBodyGyroMag.mean",-0.45369356625
"3298","15","WALKING_UPSTAIRS","fBodyBodyGyroMag.std",-0.308585869854167
"3299","15","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.mean",-0.731422357916667
"3300","15","WALKING_UPSTAIRS","fBodyBodyGyroJerkMag.std",-0.793104483333333
"3301","15","WALKING_DOWNSTAIRS","tBodyAcc.mean.X",0.280198851190476
"3302","15","WALKING_DOWNSTAIRS","tBodyAcc.mean.Y",-0.00563047804309524
"3303","15","WALKING_DOWNSTAIRS","tBodyAcc.mean.Z",-0.110526066428571
"3304","15","WALKING_DOWNSTAIRS","tBodyAcc.std.X",0.406471051190476
"3305","15","WALKING_DOWNSTAIRS","tBodyAcc.std.Y",0.186532377428571
"3306","15","WALKING_DOWNSTAIRS","tBodyAcc.std.Z",-0.281982181666667
"3307","15","WALKING_DOWNSTAIRS","tGravityAcc.mean.X",0.932302200476191
"3308","15","WALKING_DOWNSTAIRS","tGravityAcc.mean.Y",-0.167462317142857
"3309","15","WALKING_DOWNSTAIRS","tGravityAcc.mean.Z",0.0788822410992857
"3310","15","WALKING_DOWNSTAIRS","tGravityAcc.std.X",-0.942806478333333
"3311","15","WALKING_DOWNSTAIRS","tGravityAcc.std.Y",-0.925685893571429
"3312","15","WALKING_DOWNSTAIRS","tGravityAcc.std.Z",-0.93400831
"3313","15","WALKING_DOWNSTAIRS","tBodyAccJerk.mean.X",0.0711457160166667
"3314","15","WALKING_DOWNSTAIRS","tBodyAccJerk.mean.Y",0.01511589985
"3315","15","WALKING_DOWNSTAIRS","tBodyAccJerk.mean.Z",-0.0100212901547619
"3316","15","WALKING_DOWNSTAIRS","tBodyAccJerk.std.X",0.134593836190476
"3317","15","WALKING_DOWNSTAIRS","tBodyAccJerk.std.Y",0.0158059210738095
"3318","15","WALKING_DOWNSTAIRS","tBodyAccJerk.std.Z",-0.404005582309524
"3319","15","WALKING_DOWNSTAIRS","tBodyGyro.mean.X",-0.136618653071429
"3320","15","WALKING_DOWNSTAIRS","tBodyGyro.mean.Y",-0.0346755727619048
"3321","15","WALKING_DOWNSTAIRS","tBodyGyro.mean.Z",0.0711758197607143
"3322","15","WALKING_DOWNSTAIRS","tBodyGyro.std.X",-0.318692525928571
"3323","15","WALKING_DOWNSTAIRS","tBodyGyro.std.Y",-0.37320816
"3324","15","WALKING_DOWNSTAIRS","tBodyGyro.std.Z",-0.250648085714286
"3325","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.mean.X",-0.0482532079928571
"3326","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.mean.Y",-0.0495415503071429
"3327","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.mean.Z",-0.0339213064857143
"3328","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.std.X",-0.455980756428571
"3329","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.std.Y",-0.574964116428571
"3330","15","WALKING_DOWNSTAIRS","tBodyGyroJerk.std.Z",-0.394542240714286
"3331","15","WALKING_DOWNSTAIRS","tBodyAccMag.mean",0.320449387166667
"3332","15","WALKING_DOWNSTAIRS","tBodyAccMag.std",0.353204008095238
"3333","15","WALKING_DOWNSTAIRS","tGravityAccMag.mean",0.320449387166667
"3334","15","WALKING_DOWNSTAIRS","tGravityAccMag.std",0.353204008095238
"3335","15","WALKING_DOWNSTAIRS","tBodyAccJerkMag.mean",-0.0372666071540476
"3336","15","WALKING_DOWNSTAIRS","tBodyAccJerkMag.std",0.159631710516667
"3337","15","WALKING_DOWNSTAIRS","tBodyGyroMag.mean",-0.121686320740476
"3338","15","WALKING_DOWNSTAIRS","tBodyGyroMag.std",-0.284249712071429
"3339","15","WALKING_DOWNSTAIRS","tBodyGyroJerkMag.mean",-0.509466648095238
"3340","15","WALKING_DOWNSTAIRS","tBodyGyroJerkMag.std",-0.563640131190476
"3341","15","WALKING_DOWNSTAIRS","fBodyAcc.mean.X",0.235309825547619
"3342","15","WALKING_DOWNSTAIRS","fBodyAcc.mean.Y",0.167518099964286
"3343","15","WALKING_DOWNSTAIRS","fBodyAcc.mean.Z",-0.259812204547619
"3344","15","WALKING_DOWNSTAIRS","fBodyAcc.std.X",0.466325681428571
"3345","15","WALKING_DOWNSTAIRS","fBodyAcc.std.Y",0.1199936036
"3346","15","WALKING_DOWNSTAIRS","fBodyAcc.std.Z",-0.357407559285714
"3347","15","WALKING_DOWNSTAIRS","fBodyAccJerk.mean.X",0.0619687485333333
"3348","15","WALKING_DOWNSTAIRS","fBodyAccJerk.mean.Y",-0.0269769415214286
"3349","15","WALKING_DOWNSTAIRS","fBodyAccJerk.mean.Z",-0.345376541261905
"3350","15","WALKING_DOWNSTAIRS","fBodyAccJerk.std.X",0.108062740547619
"3351","15","WALKING_DOWNSTAIRS","fBodyAccJerk.std.Y",-0.00722860241119048
"3352","15","WALKING_DOWNSTAIRS","fBodyAccJerk.std.Z",-0.461599141904762
"3353","15","WALKING_DOWNSTAIRS","fBodyGyro.mean.X",-0.22735956545
"3354","15","WALKING_DOWNSTAIRS","fBodyGyro.mean.Y",-0.402332301666667
"3355","15","WALKING_DOWNSTAIRS","fBodyGyro.mean.Z",-0.18319480152381
"3356","15","WALKING_DOWNSTAIRS","fBodyGyro.std.X",-0.351630000285714
"3357","15","WALKING_DOWNSTAIRS","fBodyGyro.std.Y",-0.360972848571429
"3358","15","WALKING_DOWNSTAIRS","fBodyGyro.std.Z",-0.3436733
"3359","15","WALKING_DOWNSTAIRS","fBodyAccMag.mean",0.331150229285714
"3360","15","WALKING_DOWNSTAIRS","fBodyAccMag.std",0.153124178119048
"3361","15","WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag.mean",0.158413334683333
"3362","15","WALKING_DOWNSTAIRS","fBodyBodyAccJerkMag.std",0.1505077506
"3363","15","WALKING_DOWNSTAIRS","fBodyBodyGyroMag.mean",-0.373898631190476
"3364","15","WALKING_DOWNSTAIRS","fBodyBodyGyroMag.std",-0.34938720602381
"3365","15","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.mean",-0.565396130714286
"3366","15","WALKING_DOWNSTAIRS","fBodyBodyGyroJerkMag.std",-0.593472444285714
"3367","15","SITTING","tBodyAcc.mean.X",0.27290337979661
"3368","15","SITTING","tBodyAcc.mean.Y",-0.0117188472271186
"3369","15","SITTING","tBodyAcc.mean.Z",-0.11366125320339
"3370","15","SITTING","tBodyAcc.std.X",-0.987084356101695
"3371","15","SITTING","tBodyAcc.std.Y",-0.922407162881356
"3372","15","SITTING","tBodyAcc.std.Z",-0.949338025084746
"3373","15","SITTING","tGravityAcc.mean.X",0.89036426220339
"3374","15","SITTING","tGravityAcc.mean.Y",0.210849305016949
"3375","15","SITTING","tGravityAcc.mean.Z",0.00281565980440678
"3376","15","SITTING","tGravityAcc.std.X",-0.982620883728814
"3377","15","SITTING","tGravityAcc.std.Y",-0.943561411694915
"3378","15","SITTING","tGravityAcc.std.Z",-0.952973658983051
"3379","15","SITTING","tBodyAccJerk.mean.X",0.0784792788644068
"3380","15","SITTING","tBodyAccJerk.mean.Y",-0.00898437589491525
"3381","15","SITTING","tBodyAccJerk.mean.Z",-0.00237207545345763
"3382","15","SITTING","tBodyAccJerk.std.X",-0.988162333898305
"3383","15","SITTING","tBodyAccJerk.std.Y",-0.978126998813559
"3384","15","SITTING","tBodyAccJerk.std.Z",-0.987011024745763
"3385","15","SITTING","tBodyGyro.mean.X",-0.0377111130338983
"3386","15","SITTING","tBodyGyro.mean.Y",-0.0803428762830509
"3387","15","SITTING","tBodyGyro.mean.Z",0.0951978083898305
"3388","15","SITTING","tBodyGyro.std.X",-0.988204115254237
"3389","15","SITTING","tBodyGyro.std.Y",-0.975321519491525
"3390","15","SITTING","tBodyGyro.std.Z",-0.963765802881356
"3391","15","SITTING","tBodyGyroJerk.mean.X",-0.0953649067966102
"3392","15","SITTING","tBodyGyroJerk.mean.Y",-0.0396068774557627
"3393","15","SITTING","tBodyGyroJerk.mean.Z",-0.0524148341983051
"3394","15","SITTING","tBodyGyroJerk.std.X",-0.992889042711864
"3395","15","SITTING","tBodyGyroJerk.std.Y",-0.990313307966102
"3396","15","SITTING","tBodyGyroJerk.std.Z",-0.987937202542373
"3397","15","SITTING","tBodyAccMag.mean",-0.958669836271186
"3398","15","SITTING","tBodyAccMag.std",-0.93797790559322
"3399","15","SITTING","tGravityAccMag.mean",-0.958669836271186
"3400","15","SITTING","tGravityAccMag.std",-0.93797790559322
"3401","15","SITTING","tBodyAccJerkMag.mean",-0.986107839152542
"3402","15","SITTING","tBodyAccJerkMag.std",-0.984639018474576
"3403","15","SITTING","tBodyGyroMag.mean",-0.957331628305085
"3404","15","SITTING","tBodyGyroMag.std",-0.963475074915254
"3405","15","SITTING","tBodyGyroJerkMag.mean",-0.992188893898305
"3406","15","SITTING","tBodyGyroJerkMag.std",-0.989720049491525
"3407","15","SITTING","fBodyAcc.mean.X",-0.986619609491525
"3408","15","SITTING","fBodyAcc.mean.Y",-0.938926430779661
"3409","15","SITTING","fBodyAcc.mean.Z",-0.963227004915254
"3410","15","SITTING","fBodyAcc.std.X",-0.987384778983051
"3411","15","SITTING","fBodyAcc.std.Y",-0.919162700338983
"3412","15","SITTING","fBodyAcc.std.Z",-0.945704713050847
"3413","15","SITTING","fBodyAccJerk.mean.X",-0.988106102033898
"3414","15","SITTING","fBodyAccJerk.mean.Y",-0.978159013220339
"3415","15","SITTING","fBodyAccJerk.mean.Z",-0.984908418474576
"3416","15","SITTING","fBodyAccJerk.std.X",-0.989314359661017
"3417","15","SITTING","fBodyAccJerk.std.Y",-0.979713045932203
"3418","15","SITTING","fBodyAccJerk.std.Z",-0.987694113559322
"3419","15","SITTING","fBodyGyro.mean.X",-0.986152580338983
"3420","15","SITTING","fBodyGyro.mean.Y",-0.979201724745763
"3421","15","SITTING","fBodyGyro.mean.Z",-0.966731518305085
"3422","15","SITTING","fBodyGyro.std.X",-0.988881930508475
"3423","15","SITTING","fBodyGyro.std.Y",-0.973456092372881
"3424","15","SITTING","fBodyGyro.std.Z",-0.966228648305085
"3425","15","SITTING","fBodyAccMag.mean",-0.949752001322034
"3426","15","SITTING","fBodyAccMag.std",-0.941195938135593
"3427","15","SITTING","fBodyBodyAccJerkMag.mean",-0.984689437118644
"3428","15","SITTING","fBodyBodyAccJerkMag.std",-0.983276251694915
"3429","15","SITTING","fBodyBodyGyroMag.mean",-0.973762179830509
"3430","15","SITTING","fBodyBodyGyroMag.std",-0.963378228474576
"3431","15","SITTING","fBodyBodyGyroJerkMag.mean",-0.990180959322034
"3432","15","SITTING","fBodyBodyGyroJerkMag.std",-0.989503941694915
"3433","15","STANDING","tBodyAcc.mean.X",0.278915803962264
"3434","15","STANDING","tBodyAcc.mean.Y",-0.0183516360396226
"3435","15","STANDING","tBodyAcc.mean.Z",-0.105910832679245
"3436","15","STANDING","tBodyAcc.std.X",-0.988949247358491
"3437","15","STANDING","tBodyAcc.std.Y",-0.931900148301887
"3438","15","STANDING","tBodyAcc.std.Z",-0.951670257924528
"3439","15","STANDING","tGravityAcc.mean.X",0.965528899622642
"3440","15","STANDING","tGravityAcc.mean.Y",-0.164713175490566
"3441","15","STANDING","tGravityAcc.mean.Z",0.0645975994528302
"3442","15","STANDING","tGravityAcc.std.X",-0.988432084716981
"3443","15","STANDING","tGravityAcc.std.Y",-0.965687978301887
"3444","15","STANDING","tGravityAcc.std.Z",-0.958810153207547
"3445","15","STANDING","tBodyAccJerk.mean.X",0.0752280703207547
"3446","15","STANDING","tBodyAccJerk.mean.Y",0.00617255520183019
"3447","15","STANDING","tBodyAccJerk.mean.Z",-0.00658737093471698
"3448","15","STANDING","tBodyAccJerk.std.X",-0.985459068490566
"3449","15","STANDING","tBodyAccJerk.std.Y",-0.967720399622641
"3450","15","STANDING","tBodyAccJerk.std.Z",-0.985301940754717
"3451","15","STANDING","tBodyGyro.mean.X",-0.0262433562254717
"3452","15","STANDING","tBodyGyro.mean.Y",-0.0659637517169811
"3453","15","STANDING","tBodyGyro.mean.Z",0.0761946738773585
"3454","15","STANDING","tBodyGyro.std.X",-0.947790802075472
"3455","15","STANDING","tBodyGyro.std.Y",-0.971332584339623
"3456","15","STANDING","tBodyGyro.std.Z",-0.968167046415094
"3457","15","STANDING","tBodyGyroJerk.mean.X",-0.101358786226415
"3458","15","STANDING","tBodyGyroJerk.mean.Y",-0.0438507492018868
"3459","15","STANDING","tBodyGyroJerk.mean.Z",-0.052278397190566
"3460","15","STANDING","tBodyGyroJerk.std.X",-0.971514312075472
"3461","15","STANDING","tBodyGyroJerk.std.Y",-0.988107413962264
"3462","15","STANDING","tBodyGyroJerk.std.Z",-0.981293117924528
"3463","15","STANDING","tBodyAccMag.mean",-0.961207616226415
"3464","15","STANDING","tBodyAccMag.std",-0.948600432641509
"3465","15","STANDING","tGravityAccMag.mean",-0.961207616226415
"3466","15","STANDING","tGravityAccMag.std",-0.948600432641509
"3467","15","STANDING","tBodyAccJerkMag.mean",-0.981495125660377
"3468","15","STANDING","tBodyAccJerkMag.std",-0.979994800566038
"3469","15","STANDING","tBodyGyroMag.mean",-0.946961381132076
"3470","15","STANDING","tBodyGyroMag.std",-0.931286778679245
"3471","15","STANDING","tBodyGyroJerkMag.mean",-0.984407077924528
"3472","15","STANDING","tBodyGyroJerkMag.std",-0.98143282754717
"3473","15","STANDING","fBodyAcc.mean.X",-0.986724998867925
"3474","15","STANDING","fBodyAcc.mean.Y",-0.943348788679245
"3475","15","STANDING","fBodyAcc.mean.Z",-0.965473514528302
"3476","15","STANDING","fBodyAcc.std.X",-0.990060962641509
"3477","15","STANDING","fBodyAcc.std.Y",-0.930286443396226
"3478","15","STANDING","fBodyAcc.std.Z",-0.947905911320755
"3479","15","STANDING","fBodyAccJerk.mean.X",-0.985353492641509
"3480","15","STANDING","fBodyAccJerk.mean.Y",-0.967884709433962
"3481","15","STANDING","fBodyAccJerk.mean.Z",-0.982632302830189
"3482","15","STANDING","fBodyAccJerk.std.X",-0.986934133584906
"3483","15","STANDING","fBodyAccJerk.std.Y",-0.969934103584906
"3484","15","STANDING","fBodyAccJerk.std.Z",-0.986654459433962
"3485","15","STANDING","fBodyGyro.mean.X",-0.950380286226415
"3486","15","STANDING","fBodyGyro.mean.Y",-0.975133868867925
"3487","15","STANDING","fBodyGyro.mean.Z",-0.96826485509434
"3488","15","STANDING","fBodyGyro.std.X",-0.948275234150943
"3489","15","STANDING","fBodyGyro.std.Y",-0.969442882075472
"3490","15","STANDING","fBodyGyro.std.Z",-0.971282183584906
"3491","15","STANDING","fBodyAccMag.mean",-0.960337344339623
"3492","15","STANDING","fBodyAccMag.std",-0.950204045849057
"3493","15","STANDING","fBodyBodyAccJerkMag.mean",-0.979078785660377
"3494","15","STANDING","fBodyBodyAccJerkMag.std",-0.980184086603774
"3495","15","STANDING","fBodyBodyGyroMag.mean",-0.956733900188679
"3496","15","STANDING","fBodyBodyGyroMag.std",-0.928838303773585
"3497","15","STANDING","fBodyBodyGyroJerkMag.mean",-0.983188091886792
"3498","15","STANDING","fBodyBodyGyroJerkMag.std",-0.980329709433962
"3499","15","LAYING","tBodyAcc.mean.X",0.2894756525
"3500","15","LAYING","tBodyAcc.mean.Y",-0.0166296542054167
"3501","15","LAYING","tBodyAcc.mean.Z",-0.118530240291667
"3502","15","LAYING","tBodyAcc.std.X",-0.972255551527778
"3503","15","LAYING","tBodyAcc.std.Y",-0.962759422361111
"3504","15","LAYING","tBodyAcc.std.Z",-0.929586835277778
"3505","15","LAYING","tGravityAcc.mean.X",-0.1719930545
"3506","15","LAYING","tGravityAcc.mean.Y",0.899242553055556
"3507","15","LAYING","tGravityAcc.mean.Z",-0.0369192905555556
"3508","15","LAYING","tGravityAcc.std.X",-0.961509742916667
"3509","15","LAYING","tGravityAcc.std.Y",-0.986036192361111
"3510","15","LAYING","tGravityAcc.std.Z",-0.950710357083333
"3511","15","LAYING","tBodyAccJerk.mean.X",0.0767515438611111
"3512","15","LAYING","tBodyAccJerk.mean.Y",0.0123984271386111
"3513","15","LAYING","tBodyAccJerk.mean.Z",-0.00443927981861111
"3514","15","LAYING","tBodyAccJerk.std.X",-0.981739386805556
"3515","15","LAYING","tBodyAccJerk.std.Y",-0.970921587777778
"3516","15","LAYING","tBodyAccJerk.std.Z",-0.978402956527778
"3517","15","LAYING","tBodyGyro.mean.X",-0.0168300887791667
"3518","15","LAYING","tBodyGyro.mean.Y",-0.0619700871944444
"3519","15","LAYING","tBodyGyro.mean.Z",0.113451899791667
"3520","15","LAYING","tBodyGyro.std.X",-0.957167680694444
"3521","15","LAYING","tBodyGyro.std.Y",-0.961142911805556
"3522","15","LAYING","tBodyGyro.std.Z",-0.956537051666667
"3523","15","LAYING","tBodyGyroJerk.mean.X",-0.102266714236111
"3524","15","LAYING","tBodyGyroJerk.mean.Y",-0.0415878968152778
"3525","15","LAYING","tBodyGyroJerk.mean.Z",-0.0624334556236111
"3526","15","LAYING","tBodyGyroJerk.std.X",-0.97392395125
"3527","15","LAYING","tBodyGyroJerk.std.Y",-0.980482834444444
"3528","15","LAYING","tBodyGyroJerk.std.Z",-0.980112732777778
"3529","15","LAYING","tBodyAccMag.mean",-0.955340661527778
"3530","15","LAYING","tBodyAccMag.std",-0.943314107916667
"3531","15","LAYING","tGravityAccMag.mean",-0.955340661527778
"3532","15","LAYING","tGravityAccMag.std",-0.943314107916667
"3533","15","LAYING","tBodyAccJerkMag.mean",-0.979890228194444
"3534","15","LAYING","tBodyAccJerkMag.std",-0.973644462777778
"3535","15","LAYING","tBodyGyroMag.mean",-0.944605127222222
"3536","15","LAYING","tBodyGyroMag.std",-0.924043007638889
"3537","15","LAYING","tBodyGyroJerkMag.mean",-0.983235025416667
"3538","15","LAYING","tBodyGyroJerkMag.std",-0.973650041666667
"3539","15","LAYING","fBodyAcc.mean.X",-0.974016176527778
"3540","15","LAYING","fBodyAcc.mean.Y",-0.962461124305556
"3541","15","LAYING","fBodyAcc.mean.Z",-0.95156594625
"3542","15","LAYING","fBodyAcc.std.X",-0.971718824583333
"3543","15","LAYING","fBodyAcc.std.Y",-0.964590430138889
"3544","15","LAYING","fBodyAcc.std.Z",-0.923923991944444
"3545","15","LAYING","fBodyAccJerk.mean.X",-0.981329999027778
"3546","15","LAYING","fBodyAccJerk.mean.Y",-0.970833221666667
"3547","15","LAYING","fBodyAccJerk.mean.Z",-0.97477568375
"3548","15","LAYING","fBodyAccJerk.std.X",-0.983949290694444
"3549","15","LAYING","fBodyAccJerk.std.Y",-0.973215319722222
"3550","15","LAYING","fBodyAccJerk.std.Z",-0.980745097361111
"3551","15","LAYING","fBodyGyro.mean.X",-0.955413596111111
"3552","15","LAYING","fBodyGyro.mean.Y",-0.964310893611111
"3553","15","LAYING","fBodyGyro.mean.Z",-0.958190099861111
"3554","15","LAYING","fBodyGyro.std.X",-0.958224495416667
"3555","15","LAYING","fBodyGyro.std.Y",-0.959991907083333
"3556","15","LAYING","fBodyGyro.std.Z",-0.960015831111111
"3557","15","LAYING","fBodyAccMag.mean",-0.956001034027778
"3558","15","LAYING","fBodyAccMag.std",-0.94550856
"3559","15","LAYING","fBodyBodyAccJerkMag.mean",-0.973681222777778
"3560","15","LAYING","fBodyBodyAccJerkMag.std",-0.972530077916667
"3561","15","LAYING","fBodyBodyGyroMag.mean",-0.946812642361111
"3562","15","LAYING","fBodyBodyGyroMag.std",-0.923682244861111
